Code,Name,City,Country
MRC,Maury County,Mount Pleasant,UNITED STATES
MRD,A Carnevalli,Merida,VENEZUELA
MRE,Mara Lodges,Mara Lodges,KENYA
MRF,Marfa Municipal Airport,Marfa,UNITED STATES
MRG,Mareeba,Mareeba,AUSTRALIA
MRH,Michael J Smith,Beaufort,UNITED STATES
MRI,Merrill Field,Anchorage,UNITED STATES
MRJ,Marcala,Marcala,HONDURAS
MRK,Marco Island,Marco Island,UNITED STATES
MRL,Miners Lake,Miners Lake,OMAN
MRM,Manare,Manare,PAPUA NEW GUINEA
MRN,Morganton-Lenoir,Morganton,UNITED STATES
MRO,Masterton,Masterton,NEW ZEALAND
MRP,Marla,Marla,AUSTRALIA
MRQ,Marinduque,Marinduque,PHILIPPINES
MRR,Macara,Macara,ECUADOR
MRS,Marseille,Marseille,FRANCE
MRT,Moroak,Moroak,AUSTRALIA
MRU,S.Seewoosagur Ram.Int,Mauritius,MAURITIUS
MRV,Mineralnye Vody,Mineralnye Vody,RUSSIAN FEDERATION
MRW,Maribo,Maribo,DENMARK
MRX,"Del Caribe International, General Santiago Marino Airport",Isla De Margarita,VENEZUELA
MRY,Carmel,Carmel,UNITED STATES
MRZ,Moree,Moree,AUSTRALIA
MSA,Muskrat Dam,Muskrat Dam,CANADA
MSB,Marigot SPB,St Martin,GUADELOUPE
MSC,Falcon Field,Mesa,UNITED STATES
MSD,Mount Pleasant,Mt Pleasant,UNITED STATES
MSE,Kent International,Manston,UNITED KINGDOM
MSF,Mount Swan,Mount Swan,AUSTRALIA
MSG,Matsaile,Matsaile,LESOTHO
MSH,Masirah,Masirah,OMAN
MSI,Masalembo,Masalembo,INDONESIA
MSJ,Misawa,Misawa,JAPAN
MSK,Mastic Point,Mastic Point,BAHAMAS
MSL,Florence,Florence,UNITED STATES
MSM,Masi Manimba,Masi Manimba,CONGO
MSN,Dane County Regional,Madison,UNITED STATES
MSO,Johnson-Bell Field,Missoula,UNITED STATES
MSP,Minneapolis-St. Paul,Minneapolis,UNITED STATES
MSQ,Minsk International 2,Minsk,BELARUS
MSR,Mus,Mus,TURKEY
MSS,Massena International - Richards Field,Massena,UNITED STATES
MST,Maastricht Metropolitan Area,Maastricht,NETHERLANDS
MSU,Moshoeshoe Intl,Maseru,SOUTH AFRICA
MSV,Sullivan County Intl,Monticello,UNITED STATES
MSW,Massawa,Massawa,ERITREA
MSX,Mossendjo,Mossendjo,CONGO
MSY,New Orleans Metropolitan Area,New Orleans,UNITED STATES
MSZ,Namibe,Namibe,ANGOLA
MTA,Matamata,Matamata,NEW ZEALAND
MTB,Monte Libano,Monte Libano,COLOMBIA
MTC,Selfridge ANGB,Mt Clemens,UNITED STATES
MTD,Mt Sandford,Mt Sandford,AUSTRALIA
MTE,Monte Alegre,Monte Alegre,BRAZIL
MTF,Mizan Teferi,Mizan Teferi,ETHIOPIA
MTG,Mato Grosso,Mato Grosso,BRAZIL
MTH,Marathon Flight Strip,Marathon,UNITED STATES
MTI,Mosteiros,Mosteiros,CAPE VERDE
MTJ,Montrose County,Montrose,UNITED STATES
MTK,Makin Island,Makin Island,KIRIBATI
MTL,Maitland,Maitland,AUSTRALIA
MTM,Metlakatla Seaplane Base,Metlakatla,UNITED STATES
MTN,Martin State,Baltimore,UNITED STATES
MTO,Coles County Memorial,Mattoon,UNITED STATES
MTP,Sky Portal,Montauk,UNITED STATES
MTQ,Mitchell,Mitchell,AUSTRALIA
MTR,S. Jeronimo,Monteria,COLOMBIA
MTS,Matsapha Intl,Manzini,SOUTH AFRICA
MTT,Minatitlan,Minatitlan,MEXICO
MTU,Montepuez,Montepuez,MOZAMBIQUE
MTV,Monta Lava,Monta Lava,VANUATU
MTW,Manitowoc County Airport,Manitowoc,UNITED STATES
MTX,Metro Field,Fairbanks,UNITED STATES
MTY,Monterrey Metropolitan Area,Monterrey,MEXICO
MTZ,Masada,Masada,ISRAEL
MUA,Munda,Munda,INDIA
MUB,Maun,Maun,BOTSWANA
MUC,Munich Metropolitan Area,Munich,GERMANY
MUD,Mueda,Mueda,MOZAMBIQUE
MUE,Waimea-Kohala,Kamuela,UNITED STATES
MUF,Muting,Muting,INDONESIA
MUG,Mulege,Mulege,GERMANY
MUH,Mersa Matruh,Mersa Matruh,EGYPT
MUI,Muir AAF,Fort Indiantown,UNITED STATES
MUJ,Mui,Mui,ETHIOPIA
MUK,Makue Island,Makue Island,COOK ISLANDS
MUL,Spence,Moultrie,UNITED STATES
MUM,Mumias,Mumias,KENYA
MUN,Quiriquire,Maturin,VENEZUELA
MUO,AFB,Mountain Home,UNITED STATES
MUP,Mulga Park,Mulga Park,AUSTRALIA
MUQ,Muccan,Muccan,AUSTRALIA
MUR,Marudi,Marudi,AUSTRALIA
MUS,Marcus Island,Marcus Island,JAPAN
MUT,Muscatine,Muscatine,UNITED STATES
MUU,Mount Union,Mount Union,UNITED STATES
MUV,Mustin Alf,Philadelphia,UNITED STATES
MUW,Mascara,Mascara,ALGERIA
MUX,Multan,Multan,PAKISTAN
MUY,Mouyondzi,Mouyondzi,CONGO
MUZ,Musoma,Musoma,"TANZANIA, UNITED REPUBLIC OF"
MVA,Reykiahlid,Myvatn,ICELAND
MVB,Franceville/Mvengue,Franceville,GABON
MVC,Monroe County,Monroeville,UNITED STATES
MVD,Carrasco,Montevideo,URUGUAY
MVE,Montevideo-Chippewa County Airport,Montevideo,UNITED STATES
MVF,Dixsept Rosado,Mossoro,BRAZIL
MVG,Mevang,Mevang,GABON
MVH,Macksville,Macksville,AUSTRALIA
MVI,Manetai,Manetai,PAPUA NEW GUINEA
MVJ,Marlboro,Mandeville,JAMAICA
MVK,Mulka,Mulka,AUSTRALIA
MVL,Morrisville-Stowe,Stowe,UNITED STATES
MVM,Monument Valley,Kayenta,UNITED STATES
MVN,Mt. Vernon,Mt. Vernon,UNITED STATES
MVO,Mongo,Mongo,CHAD
MVP,Mitu,Mitu,COLOMBIA
MVQ,Mogilev,Mogilev,RUSSIAN FEDERATION
MVR,Salam,Maroua,CAMEROON
MVS,Mucuri,Mucuri,BRAZIL
MVT,Mataiva,Mataiva,FRENCH POLYNESIA
MVU,Musgrave,Musgrave,AUSTRALIA
MVV,Megeve,Megeve,FRANCE
MVW,Skagit Regional,Mount Vernon,UNITED STATES
MVX,Minvoul,Minvoul,GABON
MVY,Martha's Vineyard,Martha's Vineyard,UNITED STATES
MVZ,Masvingo,Masvingo,ZIMBABWE
MWA,Williamson County,Marion,UNITED STATES
MWB,Morawa,Morawa,AUSTRALIA
MWC,Lawrence J. Timmerman,Milwaukee,UNITED STATES
MWD,Mainwali,Mianwali,PAKISTAN
MWE,Merowe,Merowe,SUDAN
MWF,Maewo-Naone,Maewo-Naone,VANUATU
MWG,Marawaka,Marawaka,PAPUA NEW GUINEA
MWH,Grant County,Moses Lake,UNITED STATES
MWI,Maramuni,Maramuni,PAPUA NEW GUINEA
MWJ,Matthews Ridge,Matthews Ridge,GUYANA
MWK,Matak,Matak,INDONESIA
MWL,Mineral Wells,Mineral Wells,UNITED STATES
MWM,Windom Municipal Airport,Windom,UNITED STATES
MWN,Mwadui,Mwadui,"TANZANIA, UNITED REPUBLIC OF"
MWO,Hook Field,Middletown,UNITED STATES
MWP,Mountain,Mountain,NEPAL
MWQ,Magwe,Magwe,MYANMAR
MWR,Motswari Airfield,Motswari,SOUTH AFRICA
MWS,Mount Wilson,Mount Wilson,UNITED STATES
MWT,Moolawatana,Moolawatana,AUSTRALIA
MWU,Mussau,Mussau,PAPUA NEW GUINEA
MWV,Mundulkiri,Mundulkiri,CAMBODIA
MWY,Miranda Downs,Miranda Downs,AUSTRALIA
MWZ,Mwanza,Mwanza,"TANZANIA, UNITED REPUBLIC OF"
MXA,Manila Municipal Airport,Manila,UNITED STATES
MXB,Masamba,Masamba,INDONESIA
MXC,San Juan County,Monticello,UNITED STATES
MXD,Marion Downs,Marion Downs,AUSTRALIA
MXE,Maxton,Maxton,UNITED STATES
MXF,Maxwell AFB,Montgomery,UNITED STATES
MXG,Marlborough,Marlborough,UNITED STATES
MXH,Moro,Moro,PAPUA NEW GUINEA
MXI,Mati,Mati,PHILIPPINES
MXJ,Minna,Minna,NIGERIA
MXK,Mindik,Mindik,PAPUA NEW GUINEA
MXL,Mexicali,Mexicali,MEXICO
MXM,Morombe,Morombe,MADAGASCAR
MXN,Morlaix,Morlaix,FRANCE
MXO,Monticello Municipal Airport,Monticello,UNITED STATES
MXP,Malpensa,Milan,ITALY
MXQ,Mitchell River,Mitchell River,AUSTRALIA
MXR,Mirgorod,Mirgorod,UKRAINE
MXS,Maota,Maota,SAMOA
MXT,Maintirano,Maintirano,MADAGASCAR
MXU,Mullewa,Mullewa,AUSTRALIA
MXV,Moron,Moron,MONGOLIA
MXW,Mandalgobi,Mandalgobi,MONGOLIA
MXX,Mora,Mora,SWEDEN
MXY,Mccarthy,Mccarthy,UNITED STATES
MXZ,Meixian,Meixian,CHINA
MYA,Moruya,Moruya,AUSTRALIA
MYB,Mayoumba,Mayoumba,GABON
MYC,Maracay,Maracay,VENEZUELA
MYD,Malindi,Malindi,KENYA
MYE,Miyake Jima,Miyake Jima,JAPAN
MYF,Montgomery Field,San Diego,UNITED STATES
MYG,Mayaguana,Mayaguana,BAHAMAS
MYH,Marble Canyon,Marble Canyon,UNITED STATES
MYI,Murray Island,Murray Island,AUSTRALIA
MYJ,Matsuyama,Matsuyama,JAPAN
MYK,May Creek,May Creek,UNITED STATES
MYL,McCall Municipal,Mccall,UNITED STATES
MYM,Monkey Mountain,Monkey Mountain,GUYANA
MYN,Mareb,Mareb,YEMEN
MYO,Myroodah,Myroodah,AUSTRALIA
MYP,Mary,Mary,TURKMENISTAN
MYQ,Mysore,Mysore,INDIA
MYR,Myrtle Beach Metropolitan Area,Myrtle Beach,UNITED STATES
MYS,Moyale,Moyale,ETHIOPIA
MYT,Myitkyina,Myitkyina,MYANMAR
MYU,Mekoryuk,Mekoryuk,UNITED STATES
MYV,Yuba County,Marysville,UNITED STATES
MYW,Mtwara,Mtwara,"TANZANIA, UNITED REPUBLIC OF"
MYX,Menyamya,Menyamya,PAPUA NEW GUINEA
MYY,Miri,Miri,MALAYSIA
MYZ,Monkey Bay,Monkey Bay,MALAWI
MZA,Muzaffarnagar,Muzaffarnagar,INDIA
MZB,Mocimboa Praia,Mocimboa Praia,MOZAMBIQUE
MZC,Mitzic,Mitzic,GABON
MZD,Mendez,Mendez,ECUADOR
MZF,Mzamba(Wild Coast Sun),Mzamba(Wild Coast Sun),SOUTH AFRICA
MZG,Makung,Makung,"TAIWAN, REPUBLIC OF CHINA"
MZH,Merzifon,Merzifon,TURKEY
MZI,Mopti,Mopti,MALI
MZJ,Marana,Marana,UNITED STATES
MZK,Marakei,Marakei,KIRIBATI
MZL,Santaguida,Manizales,COLOMBIA
MZM,Frescaty,Metz,FRANCE
MZN,Minj,Minj,PAPUA NEW GUINEA
MZO,Sierra Maestra,Manzanillo,CUBA
MZP,Motueka,Motueka,NEW ZEALAND
MZQ,Mkuze,Mkuze,SOUTH AFRICA
MZR,Mazar-I-Sharif,Mazar-I-Sharif,AFGHANISTAN
MZS,Mostyn,Mostyn,MALAYSIA
MZT,Gen Rafael Buelna,Mazatlan,MEXICO
MZU,Muzaffarpur,Muzaffarpur,INDIA
MZV,Mulu,Mulu,MALAYSIA
MZX,Mena,Mena,ETHIOPIA
MZY,Mossel Bay,Mossel Bay,SOUTH AFRICA
MZZ,Marion,Marion,UNITED STATES
N68,Chambersburg,Chambersburg,UNITED STATES
N70,Perkasie Airport,Pennridge,UNITED STATES
N79,Northumberland County,Northumberland County,UNITED STATES
N81,Hammonton Municipal,Hammonton,UNITED STATES
N99,Brandywine,Brandywine,UNITED STATES
NAA,Narrabri,Narrabri,AUSTRALIA
NAB,Albany Naval Air Station,Albany,UNITED STATES
NAC,Naracoorte,Naracoorte,AUSTRALIA
NAD,Macanal,Macanal,COLOMBIA
NAE,Natitingou,Natitingou,BENIN
NAF,Banaina,Banaina,INDONESIA
NAG,Sonegaon,Nagpur,INDIA
NAH,Naha,Naha,INDONESIA
NAI,Annai,Annai,GUYANA
NAJ,Nakhichevan,Nakhichevan,AZERBAIJAN
NAK,Nakhon Ratchasima,Nakhon Ratchasima,THAILAND
NAL,Nalchik,Nalchik,RUSSIAN FEDERATION
NAM,Namlea,Namlea,INDONESIA
NAN,Nadi International,Nadi,FIJI
NAO,Nanchong,Nanchong,CHINA
NAP,Naples,Naples,ITALY
NAQ,Qaanaaq,Qaanaaq,GREENLAND
NAR,Nare,Nare,COLOMBIA
NAS,Nassau Metropolitan Area,Nassau,BAHAMAS
NAT,Augusto Severo,Natal,BRAZIL
NAU,Napuka Island,Napuka Island,GERMANY
NAV,Nevsehir,Nevsehir,TURKEY
NAW,Narathiwat,Narathiwat,THAILAND
NAX,Barbers Point,Barbers Point,UNITED STATES
NAY,Nanyuan Airport,Beijing,CHINA
NBA,Nambaiyufa,Nambaiyufa,PAPUA NEW GUINEA
NBB,Barrancominas,Barrancominas,COLOMBIA
NBC,Naberevnye Chelny,Naberevnye Chelny,RUSSIAN FEDERATION
NBG,NAS/Alvin Callendar,New Orleans,UNITED STATES
NBH,Nambucca Heads,Nambucca Heads,AUSTRALIA
NBL,San Blas,San Blas,PANAMA
NBO,Jomo Kenyatta International,Nairobi,KENYA
NBP,Battery Pk City/N. Cov,New York,UNITED STATES
NBR,Nambour,Nambour,AUSTRALIA
NBU,Glenview Naval Air Station,Glenview,UNITED STATES
NBV,Cana Brava,Cana Brava,BRAZIL
NBW,Guantanamo NAS,Guantanamo,CUBA
NBX,Nabire,Nabire,INDONESIA
NCA,North Caicos,North Caicos,TURKS AND CAICOS ISLANDS
NCE,Cote D'Azur,Nice,FRANCE
NCG,Nueva Casas Grandes,Nueva Casas Grandes,MEXICO
NCH,Nachingwea,Nachingwea,"TANZANIA, UNITED REPUBLIC OF"
NCI,Necocli,Necocli,COLOMBIA
NCL,Newcastle Airport,Newcastle,UNITED KINGDOM
NCN,New Chenega,New Chenega,UNITED STATES
NCO,North Kingstown/Quonset Point State Airport,Quonset Point,UNITED STATES
NCP,Cubi Pt NAS,Luzon Is,PHILIPPINES
NCQ,Marietta Atlanta Naval Air Station,Marietta,UNITED STATES
NCR,San Carlos,San Carlos,NICARAGUA
NCS,Newcastle,Newcastle,SOUTH AFRICA
NCT,Guanacaste,Nicoya,COSTA RICA
NCU,Nukus,Nukus,RUSSIAN FEDERATION
NCY,Annecy-Meythe,Annecy,FRANCE
NDA,Bandanaira,Bandanaira,INDONESIA
NDB,Nouadhibou,Nouadhibou,MAURITANIA
NDC,Nanded,Nanded,INDIA
NDD,Sumbe,Sumbe,ANGOLA
NDE,Mandera,Mandera,KENYA
NDF,Ndalatandos,Ndalatandos,ANGOLA
NDG,Qiqihar,Qiqihar,CHINA
NDI,Namudi,Namudi,PAPUA NEW GUINEA
NDJ,Ndjamena,Ndjamena,CHAD
NDK,Namorik Island,Namorik Island,MARSHALL ISLANDS
NDL,Ndele,Ndele,CENTRAL AFRICAN REPUBLIC
NDM,Mendi,Mendi,ETHIOPIA
NDN,Nadunumu,Nadunumu,PAPUA NEW GUINEA
NDP,Pensacola Ellyson Naval Air Station,Pensacola,UNITED STATES
NDR,Nador,Nador,MOROCCO
NDS,Sandstone,Sandstone,AUSTRALIA
NDU,Rundu,Rundu,NAMIBIA
NDV,Washington Anacostia U.S. Navy Heliport,Anacostia,UNITED STATES
NDY,Sanday,Sanday,UNITED KINGDOM
NDZ,Cuxhaven,Nordholz-Spieka,GERMANY
NEA,Brunswick Glynco Naval Air Station,Glynco,UNITED STATES
NEC,Necochea,Necochea,ARGENTINA
NEF,Neftekamsk,Neftekamsk,RUSSIAN FEDERATION
NEG,Negril,Negril,JAMAICA
NEJ,Nejjo,Nejjo,ETHIOPIA
NEK,Nekemt,Nekemt,ETHIOPIA
NEL,Lakehurst NAES (Maxfield Field),Lakehurst,UNITED STATES
NEN,Jacksonville Whitehouse Naval Outlying Field,Whitehouse,UNITED STATES
NER,Neryungri,Neryungri,RUSSIAN FEDERATION
NES,New York Skyports Inc. Seaplane Base,New York,UNITED STATES
NET,New Bight,New Bight,BAHAMAS
NEU,Sam Neua,Sam Neua,LAO PEOPLE'S DEMOCRATIC REPUBLIC
NEV,Nevis,Nevis,SAINT KITTS AND NEVIS
NEW,Lakefront,New Orleans,UNITED STATES
NFB,Mount Clemens Detroit Naval Air Facility,Mt Clemens,UNITED STATES
NFG,Nefteyugansk,Nefteyugansk,RUSSIAN FEDERATION
NFL,Fallon NAS,Fallon,UNITED STATES
NFO,Mata'aho,Niuafo'ou,TONGA
NFR,Nafoora,Nafoora,LIBYAN ARAB JAMAHIRIYA
NGA,Young,Young,AUSTRALIA
NGB,Ningbo,Ningbo,CHINA
NGC,Grand Canyon North Rim,Grand Canyon,UNITED STATES
NGD,Anegada,Anegada,VIRGIN ISLANDS (BRITISH)
NGE,Ngaoundere,Ngaoundere,CAMEROON
NGI,Ngau Island,Ngau Island,FIJI
NGL,Ngala Airfield,Ngala,SOUTH AFRICA
NGM,Guam (Agana Nas),Guam (Agana Nas),GUAM
NGN,Nargana,Nargana,PANAMA
NGO,Komaki AFB,Nagoya,JAPAN
NGP,Corpus Christi Naval Air Station,Corpus Christi,UNITED STATES
NGR,Ningerum,Ningerum,PAPUA NEW GUINEA
NGS,Nagasaki,Nagasaki,JAPAN
NGU,NAS Chambers,Norfolk,UNITED STATES
NGV,Ngiva,Ngiva,ANGOLA
NGW,Corpus Christi Cabaniss Field Naval Outlying Field,Corpus Christi,UNITED STATES
NGX,Manang,Manang,NEPAL
NGZ,Alameda Naval Air Station,Alameda,UNITED STATES
NHA,Nha Trang,Nha Trang,VIET NAM
NHD,Military Airport,Minhad Ab,UNITED ARAB EMIRATES
NHF,New Halfa,New Halfa,SUDAN
NHK,Patuxent River Naval Air Station,Patuxent River,UNITED STATES
NHS,Nushki,Nushki,PAKISTAN
NHT,Northolt,Northolt,UNITED KINGDOM
NHV,Nuku Hiva,Nuku Hiva,FRENCH POLYNESIA
NHX,Foley Municipal Airport,Foley,UNITED STATES
NHZ,Brunswick Naval Air Station,Brunswick,UNITED STATES
NIA,Nimba,Nimba,LIBERIA
NIB,Nikolai,Nikolai,UNITED STATES
NIC,Nicosia,Nicosia,CYPRUS
NIE,Niblack,Niblack,UNITED STATES
NIF,Nifty,Nifty,AUSTRALIA
NIG,Nikunau,Nikunau,KIRIBATI
NIK,Niokolo Koba,Niokolo Koba,SENEGAL
NIM,Niamey,Niamey,NIGER
NIN,Ninilchik,Ninilchik,UNITED STATES
NIO,Nioki,Nioki,CONGO
NIP,Jacksonville NAS,Jacksonville,UNITED STATES
NIR,Beeville Chase Field Naval Air Station,Beeville,UNITED STATES
NIS,Simberi,Simberi Island,PAPUA NEW GUINEA
NIT,Niort,Niort,FRANCE
NIX,Nioro,Nioro,MALI
NJA,Atsugi Airport / Air Base,Atsugi,JAPAN
NJC,Nizhnevartovsk,Nizhnevartovsk,RUSSIAN FEDERATION
NJK,El Centro Naval Air Facility,El Centro,UNITED STATES
NKA,Nkan,Nkan,GABON
NKB,Noonkanbah,Noonkanbah,AUSTRALIA
NKC,Nouakchott,Nouakchott,MAURITANIA
NKD,Sinak,Sinak,INDONESIA
NKG,Nanking/Nanjing,Nanking/Nanjing,CHINA
NKI,Naukiti,Naukiti,UNITED STATES
NKL,Nkolo,Nkolo,CONGO
NKN,Nankina,Nankina,PAPUA NEW GUINEA
NKS,Nkongsamba,Nkongsamba,CAMEROON
NKU,Nkaus,Nkaus,LESOTHO
NKV,Nichen Cove,Nichen Cove,UNITED STATES
NKX,San Diego Miramar Naval Air Station,San Diego,UNITED STATES
NKY,Nkayi,Nkayi,CONGO
NLA,Ndola,Ndola,ZAMBIA
NLC,Lemoore Naval Air Station (Reeves Field),Lemoore,UNITED STATES
NLD,International Quetzalcoatl,Nuevo Laredo,MEXICO
NLE,Jerry Tyler Memorial,Niles,UNITED STATES
NLF,Darnley Island,Darnley Island,AUSTRALIA
NLG,Nelson Lagoon,Nelson Lagoon,UNITED STATES
NLK,Norfolk Island,Norfolk Island,AUSTRALIA
NLL,Nullagine,Nullagine,AUSTRALIA
NLO,N'Dolo,Kinshasa,CONGO
NLP,Nelspruit Airfield,Nelspruit,SOUTH AFRICA
NLS,Nicholson,Nicholson,AUSTRALIA
NLU,Felipe Angeles,Santa Lucia,MEXICO
NLV,Nikolaev,Nikolaev,UKRAINE
NMA,Namangan,Namangan,UZBEKISTAN
NMB,Daman,Daman,INDIA
NMC,Norman's Cay,Norman's Cay,BAHAMAS
NME,Nightmute,Nightmute,UNITED STATES
NMG,San Miguel,San Miguel,PANAMA
NMN,Nomane,Nomane,PAPUA NEW GUINEA
NMP,New Moon,New Moon,AUSTRALIA
NMR,Nappa Merry,Nappa Merry,OMAN
NMS,Namsang,Namsang,MYANMAR
NMT,Namtu,Namtu,MYANMAR
NNA,NAF,Kenitra,MOROCCO
NNB,Santa Ana Island,Santa Ana Island,SOLOMON ISLANDS
NNC,Nanning,Nanning,CHINA
NND,Nangade,Nangade,MOZAMBIQUE
NNG,Nanning,Nanning,CHINA
NNI,Namutoni,Namutoni,NAMIBIA
NNK,Naknek,Naknek,UNITED STATES
NNL,Nondalton,Nondalton,UNITED STATES
NNM,Naryan-Mar,Naryan-Mar,RUSSIAN FEDERATION
NNR,Connemara,Spiddal,IRELAND
NNT,Nan,Nan,THAILAND
NNU,Nanuque,Nanuque,BRAZIL
NNX,Nunukan,Nunukan,INDONESIA
NNY,Nanyang,Nanyang,CHINA
NOA,Nowra,Nowra,AUSTRALIA
NOB,Nosara Beach,Nosara Beach,COSTA RICA
NOC,Knock International,Knock,IRELAND
NOD,Norden,Norden,GERMANY
NOE,Norddeich,Norddeich,GERMANY
NOG,Nogales,Nogales,MEXICO
NOH,Chicago NAS,Chicago,UNITED STATES
NOI,Novorossijsk,Novorossijsk,RUSSIAN FEDERATION
NOJ,Nojabrxsk,Nojabrxsk,RUSSIAN FEDERATION
NOK,Nova Xavantina,Nova Xavantina,BRAZIL
NOL,Nakolik River,Nakolik River,UNITED STATES
NOM,Nomad River,Nomad River,PAPUA NEW GUINEA
NON,Nonouti,Nonouti,KIRIBATI
NOO,Naoro,Naoro,PAPUA NEW GUINEA
NOP,Nab,Mactan Island,PHILIPPINES
NOR,Nordfjordur,Nordfjordur,ICELAND
NOS,Fascene,Nossi-be,MADAGASCAR
NOT,Gnoss Field Airport,Novato,UNITED STATES
NOU,Noumea Metropolitan,Noumea,FRENCH POLYNESIA
NOV,Huambo,Huambo,ANGOLA
NOZ,Novokuznetsk,Novokuznetsk,RUSSIAN FEDERATION
NPA,Pensacola Naval Air Station,Pensacola,UNITED STATES
NPE,Hawkes Bay,Napier-Hastings,NEW ZEALAND
NPG,Nipa,Nipa,PAPUA NEW GUINEA
NPH,Nephi Municipal,Nephi,UNITED STATES
NPL,New Plymouth,New Plymouth,NEW ZEALAND
NPO,Nangapinoh,Nangapinoh,INDONESIA
NPP,Napperby,Napperby,AUSTRALIA
NPT,Newport State,Newport,UNITED STATES
NPU,San Pedro Uraba,San Pedro Uraba,COLOMBIA
NQA,Millington Memphis Naval Air Station,Memphis,UNITED STATES
NQL,Niquelandia,Niquelandia,BRAZIL
NQN,Neuquen,Neuquen,ARGENTINA
NQT,Nottingham Airport,Nottingham,UNITED KINGDOM
NQU,Nuqui,Nuqui,COLOMBIA
NQX,Key West Naval Air Station,Key West,UNITED STATES
NQY,St Mawgan,Newquay,UNITED KINGDOM
NRA,Narrandera,Narrandera,AUSTRALIA
NRB,Mayport Naval Air Station,Mayport,UNITED STATES
NRC,Crow's Landing Naval Auxiliary Landing Field,Crow's Landing,UNITED STATES
NRD,Norderney,Norderney,GERMANY
NRE,Namrole,Namrole,INDONESIA
NRG,Narrogin,Narrogin,AUSTRALIA
NRI,Shangri La,Afton,UNITED STATES
NRK,Kungsangen,Norrkoping,SWEDEN
NRL,North Ronaldsay,North Ronaldsay,UNITED KINGDOM
NRM,Nara,Nara,MALI
NRQ,N'Riquinha,N'Riquinha,ANGOLA
NRR,Roosevelt NAS,Roosevelt Roads,PUERTO RICO
NRS,Imperial Beach Naval Outlying Field,Imperial Beach,UNITED STATES
NRT,Narita,Tokyo,JAPAN
NRY,Newry,Newry,AUSTRALIA
NSA,Noosa,Noosa,AUSTRALIA
NSB,North SPB,Bimini,BAHAMAS
NSE,Whiting Field Naval Air Station,Milton,UNITED STATES
NSF,Camp Springs Andrews Air Force Base,Camp Springs,UNITED STATES
NSH,Now Shahr,Now Shahr,IRAN (ISLAMIC REPUBLIC OF)
NSI,Nsimalen,Yaounde,CAMEROON
NSK,Noril'sk,Noril'sk,RUSSIAN FEDERATION
NSM,Norseman,Norseman,AUSTRALIA
NSN,Nelson,Nelson,NEW ZEALAND
NSO,Scone,Scone,AUSTRALIA
NSP,NAF,Sangley Point,PHILIPPINES
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,THAILAND
NSV,Noosaville,Noosaville,DENMARK
NSY,Sigonella NAF,Sigonella,ITALY
NTA,Natadola,Natadola,FIJI
NTB,Notodden,Notodden,NORWAY
NTC,Santa Carolina,Santa Carolina,MOZAMBIQUE
NTD,Point Mugu NAS,Port Hueneme,UNITED STATES
NTE,Nantes Atlantique,Nantes,FRANCE
NTG,Nantong,Nantong,CHINA
NTI,Bintuni,Bintuni,INDONESIA
NTJ,Manti-Ephraim,Manti,UNITED STATES
NTL,Newcastle Metropolitan Area,Newcastle,AUSTRALIA
NTM,Miracema Do Norte,Miracema Do Norte,BRAZIL
NTN,Normanton,Normanton,AUSTRALIA
NTO,Santo Antao,Santo Antao,CAPE VERDE
NTR,Aeropuerto Del Norte,Monterrey,MEXICO
NTT,Kuini Lavenia,Niuatoputapu,TONGA
NTU,Virginia Beach,Oceana,UNITED STATES
NTX,Natuna Ranai,Natuna Ranai,INDONESIA
NTY,Pilansberg Int Aiport,Sun City,SOUTH AFRICA
NUB,Numbulwar,Numbulwar,AUSTRALIA
NUD,En Nahud,En Nahud,SUDAN
NUE,Nuremberg Metropolitan Area,Nuremberg,GERMANY
NUG,Nuguria,Nuguria,PAPUA NEW GUINEA
NUH,Nunchia,Nunchia,COLOMBIA
NUI,Nuiqsut,Nuiqsut,UNITED STATES
NUK,Nukutavake,Nukutavake,FRENCH POLYNESIA
NUL,Nulato,Nulato,UNITED STATES
NUN,Pensacola Saufley Field Naval Outlying Field,Pensacola,UNITED STATES
NUP,Nunapitchuk,Nunapitchuk,UNITED STATES
NUQ,Moffett Field Naval Air Station,Mountain View,UNITED STATES
NUR,Nullarbor,Nullarbor,AUSTRALIA
NUS,Norsup,Norsup,VANUATU
NUT,Nutuve,Nutuve,PAPUA NEW GUINEA
NUU,Nakuru,Nakuru,KENYA
NUW,Oak Harbor Whidbey Island Naval Air Station,Oak Harbor,UNITED STATES
NUX,Novy Urengoy,Novy Urengoy,RUSSIAN FEDERATION
NVA,La Marguita,Neiva,COLOMBIA
NVD,Nevada Municipal,Nevada,UNITED STATES
NVG,Nueva Guinea,Nueva Guinea,NICARAGUA
NVK,Framnes,Narvik,NORWAY
NVP,Novo Aripuana,Novo Aripuana,BRAZIL
NVR,Novgorod,Novgorod,RUSSIAN FEDERATION
NVS,Nevers,Nevers,FRANCE
NVT,Navegantes,Navegantes,BRAZIL
NVY,Neyveli,Neyveli,INDIA
NWA,Moheli,Moheli,COMOROS
NWC,Newcastle,Newcastle,AUSTRALIA
NWH,Parlin Field,Newport,UNITED STATES
NWI,Norwich Arpt,Norwich,UNITED KINGDOM
NWP,NS,Argentia,CANADA
NWS,Pier 11/Wall St. Seaplane Base,New York,UNITED STATES
